Date,Open,High,Low,Close,Volume,OpenInt
2006-02-01,0.04901,0.04901,0.04901,0.04901,0,0
2006-02-06,0.04901,0.04901,0.04901,0.04901,0,0
2006-02-08,0.04901,0.04901,0.04901,0.04901,0,0
2006-02-13,0.04994,0.04994,0.04994,0.04994,5265776,0
2006-02-15,0.05457,0.05457,0.05457,0.05457,61409549,0
2006-02-20,0.05457,0.05457,0.05457,0.05457,0,0
2006-02-22,0.05457,0.05457,0.05457,0.05457,0,0
2006-02-27,0.05179,0.05179,0.05179,0.05179,6398468,0
2006-03-01,0.05179,0.05179,0.05179,0.05179,6498422,0
2006-03-06,0.05735,0.05735,0.05735,0.05735,56976348,0
2006-03-08,0.05548,0.05548,0.05548,0.05548,13083440,0
2006-03-13,0.06105,0.06105,0.06105,0.06105,26601362,0
2006-03-15,0.06382,0.06382,0.06382,0.06382,106083704,0
2006-03-20,0.0601,0.0601,0.0601,0.0601,36053809,0
2006-03-22,0.05826,0.05826,0.05826,0.05826,36631206,0
2006-03-27,0.06382,0.06382,0.06382,0.06382,50348175,0
2006-03-29,0.06382,0.06382,0.06382,0.06382,0,0
2006-04-03,0.06382,0.06382,0.06382,0.06382,15414561,0
2006-04-06,0.06659,0.06659,0.06659,0.06659,37076689,0
2006-04-11,0.06566,0.06566,0.06566,0.06566,24030105,0
2006-04-13,0.07121,0.07121,0.07121,0.07121,114439270,0
2006-04-19,0.06844,0.06844,0.06844,0.06844,22951000,0
2006-04-24,0.06289,0.06289,0.06289,0.06289,23770602,0
2006-04-26,0.06105,0.06105,0.06105,0.06105,9843867,0
2006-05-02,0.06105,0.06105,0.06105,0.06105,2809135,0
2006-05-04,0.06197,0.06197,0.06197,0.06197,15929244,0
2006-05-10,0.06566,0.06566,0.06566,0.06566,28527100,0
2006-05-12,0.06473,0.06473,0.06473,0.06473,22086816,0
2006-05-17,0.06197,0.06197,0.06197,0.06197,10574804,0
2006-05-19,0.0601,0.0601,0.0601,0.0601,8174389,0
2006-05-24,0.05735,0.05735,0.05735,0.05735,4710004,0
2006-05-26,0.05735,0.05735,0.05735,0.05735,3202716,0
2006-06-01,0.05735,0.05735,0.05735,0.05735,2056573,0
2006-06-05,0.0601,0.0601,0.0601,0.0601,4552139,0
2006-06-08,0.05735,0.05735,0.05735,0.05735,7229360,0
2006-06-12,0.05919,0.05919,0.05919,0.05919,3984474,0
2006-06-15,0.05641,0.05641,0.05641,0.05641,1081269,0
2006-06-19,0.05735,0.05735,0.05735,0.05735,5417153,0
2006-06-22,0.05735,0.05735,0.05735,0.05735,2670732,0
2006-06-26,0.05641,0.05641,0.05641,0.05641,1468363,0
2006-06-28,0.05548,0.05548,0.05548,0.05548,1081269,0
2006-07-03,0.05919,0.05919,0.05919,0.05919,2389603,0
2006-07-05,0.05826,0.05826,0.05826,0.05826,1978721,0
2006-07-10,0.0601,0.0601,0.0601,0.0601,2874011,0
2006-07-12,0.05919,0.05919,0.05919,0.05919,2698845,0
2006-07-17,0.05826,0.05826,0.05826,0.05826,1719216,0
2006-07-19,0.05735,0.05735,0.05735,0.05735,5698283,0
2006-07-24,0.05548,0.05548,0.05548,0.05548,497383,0
2006-07-26,0.05735,0.05735,0.05735,0.05735,421694,0
2006-07-31,0.05735,0.05735,0.05735,0.05735,2268501,0
2006-08-02,0.05735,0.05735,0.05735,0.05735,1764629,0
2006-08-07,0.05641,0.05641,0.05641,0.05641,1753817,0
2006-08-09,0.05826,0.05826,0.05826,0.05826,5877774,0
2006-08-14,0.05735,0.05735,0.05735,0.05735,778513,0
2006-08-16,0.05826,0.05826,0.05826,0.05826,10961898,0
2006-08-21,0.05641,0.05641,0.05641,0.05641,6379483,0
2006-08-23,0.05735,0.05735,0.05735,0.05735,2989252,0
2006-08-28,0.05735,0.05735,0.05735,0.05735,683362,0
2006-08-30,0.05735,0.05735,0.05735,0.05735,947191,0
2006-09-01,0.05735,0.05735,0.05735,0.05735,594697,0
2006-09-06,0.0601,0.0601,0.0601,0.0601,15689202,0
2006-09-08,0.06105,0.06105,0.06105,0.06105,10765106,0
2006-09-13,0.05919,0.05919,0.05919,0.05919,3425458,0
2006-09-15,0.05826,0.05826,0.05826,0.05826,6877269,0
2006-09-20,0.05735,0.05735,0.05735,0.05735,5990226,0
2006-09-22,0.05826,0.05826,0.05826,0.05826,2041434,0
2006-09-27,0.05919,0.05919,0.05919,0.05919,9714114,0
2006-09-29,0.05919,0.05919,0.05919,0.05919,10579129,0
2006-10-05,0.0601,0.0601,0.0601,0.0601,16028719,0
2006-10-09,0.06289,0.06289,0.06289,0.06289,0,0
2006-10-12,0.05826,0.05826,0.05826,0.05826,5895074,0
2006-10-16,0.05826,0.05826,0.05826,0.05826,6098353,0
2006-10-19,0.05826,0.05826,0.05826,0.05826,4206134,0
2006-10-23,0.05735,0.05735,0.05735,0.05735,5521172,0
2006-10-26,0.05735,0.05735,0.05735,0.05735,16856973,0
2006-10-31,0.05735,0.05735,0.05735,0.05735,0,0
2006-11-03,0.05735,0.05735,0.05735,0.05735,0,0
2006-11-07,0.05919,0.05919,0.05919,0.05919,8691216,0
2006-11-10,0.05919,0.05919,0.05919,0.05919,4080706,0
2006-11-14,0.0601,0.0601,0.0601,0.0601,9984431,0
2006-11-16,0.06105,0.06105,0.06105,0.06105,0,0
2006-11-21,0.06105,0.06105,0.06105,0.06105,0,0
2006-11-23,0.06105,0.06105,0.06105,0.06105,0,0
2006-11-28,0.05826,0.05826,0.05826,0.05826,4180183,0
2006-11-30,0.05919,0.05919,0.05919,0.05919,4214784,0
2006-12-05,0.06197,0.06197,0.06197,0.06197,19012364,0
2006-12-07,0.06105,0.06105,0.06105,0.06105,13652092,0
2006-12-12,0.06197,0.06197,0.06197,0.06197,6571949,0
2006-12-14,0.06105,0.06105,0.06105,0.06105,3174603,0
2006-12-19,0.06197,0.06197,0.06197,0.06197,4921932,0
2006-12-21,0.06105,0.06105,0.06105,0.06105,3302193,0
2006-12-28,0.0601,0.0601,0.0601,0.0601,7872495,0
2007-01-02,0.06105,0.06105,0.06105,0.06105,6422733,0
2007-01-05,0.06105,0.06105,0.06105,0.06105,16552054,0
2007-01-09,0.06566,0.06566,0.06566,0.06566,29799753,0
2007-01-12,0.06659,0.06659,0.06659,0.06659,30952385,0
2007-01-16,0.06473,0.06473,0.06473,0.06473,11316554,0
2007-01-19,0.07584,0.07584,0.07584,0.07584,117717017,0
2007-01-23,0.09618,0.09618,0.09618,0.09618,208384093,0
2007-01-25,0.08971,0.08971,0.08971,0.08971,73212673,0
2007-01-30,0.09156,0.09156,0.09156,0.09156,56394627,0
2007-02-01,0.08971,0.08971,0.08971,0.08971,89598212,0
2007-02-06,0.09433,0.09433,0.09433,0.09433,23712213,0
2007-02-08,0.09156,0.09156,0.09156,0.09156,19034646,0
2007-02-13,0.08787,0.08787,0.08787,0.08787,23210504,0
2007-02-15,0.09156,0.09156,0.09156,0.09156,27816708,0
2007-02-22,0.09156,0.09156,0.09156,0.09156,9613555,0
2007-02-26,0.09156,0.09156,0.09156,0.09156,20948490,0
2007-03-01,0.1008,0.1008,0.1008,0.1008,84548690,0
2007-03-05,0.08509,0.08509,0.08509,0.08509,64192733,0
2007-03-08,0.08787,0.08787,0.08787,0.08787,5752346,0
2007-03-12,0.08787,0.08787,0.08787,0.08787,7973272,0
2007-03-15,0.09156,0.09156,0.09156,0.09156,26773283,0
2007-03-19,0.08971,0.08971,0.08971,0.08971,16978074,0
2007-03-22,0.08971,0.08971,0.08971,0.08971,14657672,0
2007-03-26,0.08971,0.08971,0.08971,0.08971,9387571,0
2007-03-29,0.08693,0.08693,0.08693,0.08693,55479874,0
2007-04-02,0.08787,0.08787,0.08787,0.08787,13245536,0
2007-04-04,0.11745,0.11745,0.11745,0.11745,422159476,0
2007-04-12,0.12763,0.12763,0.12763,0.12763,191179989,0
2007-04-16,0.12207,0.12207,0.12207,0.12207,56831459,0
2007-04-19,0.13225,0.13225,0.13225,0.13225,41174695,0
2007-04-23,0.15075,0.15075,0.15075,0.15075,185601945,0
2007-04-26,0.1341,0.1341,0.1341,0.1341,20836039,0
2007-04-30,0.12763,0.12763,0.12763,0.12763,41377973,0
2007-05-04,0.1304,0.1304,0.1304,0.1304,7835950,0
2007-05-08,0.13502,0.13502,0.13502,0.13502,59958714,0
2007-05-11,0.1304,0.1304,0.1304,0.1304,14054325,0
2007-05-15,0.1341,0.1341,0.1341,0.1341,40128875,0
2007-05-18,0.1415,0.1415,0.1415,0.1415,32807841,0
2007-05-22,0.15537,0.15537,0.15537,0.15537,112201043,0
2007-05-28,0.17942,0.17942,0.17942,0.17942,199733687,0
2007-05-30,0.15907,0.15907,0.15907,0.15907,69722340,0
